lat,lng,Add1,Add2,Add3,Add4,Add5,Add6,Add7,zipcode,country
40.2212266,-75.2887369,Church Road, Upper Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2394356,-75.2362381,Upper State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2522137,-75.2522111,Cowpath Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2574281,-75.2141491,Upper State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2179846,-75.2444196,Welsh Road, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2753834,-75.2625921,Trewigtown Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1876155,-75.2266796,North Bethlehem Pike, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.258213,-75.2658057,North Broad Street, Lansdale, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2232779,-75.2053072,Lower State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.253964,-75.208279,County Line Road, Montgomery Township, Bucks County, Pennsylvania,,,,19454, United States of America
40.2576781,-75.2212002,Spring Valley Drive, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1968779,-75.2675793,Swedesford Road, Upper Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2525932,-75.2472932,Bethlehem Pike, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2659446,-75.2771874,Cowpath Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.235141,-75.2248474,Stump Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2477968,-75.236906,North Wales Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1983023,-75.2431965,Evans Road, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2791827,-75.2515887,County Line Road, Hatfield Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1956165,-75.2590536,DeKalb Pike, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.2456799,-75.2265002,Upper State Road, Montgomery Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.277234,-75.2603805,Bethlehem Pike, Hatfield Township, Montgomery County, Pennsylvania,,,,19454, United States of America
40.1521886,-75.4805116,Black Rock Road, Upper Providence Township, Montgomery County, Pennsylvania,,,,19460, United States of America
40.118269,-75.4478187,Pawlings Road, Lower Providence Township, Montgomery County, Pennsylvania,,,,19460, United States of America
40.1369841,-75.4758552,Longford Road, Upper Providence Township, Montgomery County, Pennsylvania,,,,19460, United States of America
40.1754009,-75.5425503,Schuylkill River Trail, Spring City, Chester County, Pennsylvania,,,,19460, United States of America
40.1504383,-75.4420406,Arcola Road, Lower Providence Township, Montgomery County, Pennsylvania,,,,19460, United States of America
40.16701,-75.5563159,Schuylkill Road, East Pikeland Township, Chester County, Pennsylvania,,,,19460, United States of America
40.1017766,-75.25378,Flourtown Road, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1082672,-75.3062326,Pennsylvania Turnpike, Plymouth Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1180645,-75.3071013,Belvoir Road, Plymouth Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.133207,-75.2805505,Township Line Road, Whitpain Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.0985313,-75.3003538,W Ridge Pike, Plymouth Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1266591,-75.2836846,Walton Road, Plymouth Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1319453,-75.2631426,Norristown Road, Whitpain Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1068475,-75.3012404,Gallagher Road, Plymouth Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1458948,-75.3029068,East Township Line Road, Whitpain Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.1339474,-75.3094391,Old Arch Road, Norristown, Montgomery County, Pennsylvania,,,,19462, United States of America
40.0936744,-75.2800887,Spring Mill Road, Whitemarsh Township, Montgomery County, Pennsylvania,,,,19462, United States of America
40.2859406,-75.6382657,Gilbertsville Road, Upper Pottsgrove Township, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2488883,-75.681899,Lemon Street, West Pottsgrove, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2250435,-75.6607542,Pottstown Pike, North Coventry Township, Chester County, Pennsylvania,,,,19464, United States of America
40.2969258,-75.5878962,North Charlotte Street, New Hanover Township, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2425614,-75.6496483,Industrial Highway, Pottstown, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2419341,-75.667974,Pottstown Bypass, North Coventry Township, Chester County, Pennsylvania,,,,19464, United States of America
40.23426,-75.5499258,Jones Boulevard, Limerick Township, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2325375,-75.6169896,Armand Hammer Boulevard, Lower Pottsgrove Township, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2810322,-75.6644586,Levengood Road, Upper Pottsgrove Township, Montgomery County, Pennsylvania,,,,19464, United States of America
40.2274316,-75.6235951,East Schuylkill Road, East Coventry Township, Chester County, Pennsylvania,,,,19465, United States of America
40.2420366,-75.6512908,Hanover Street, Pottstown, Chester County, Pennsylvania,,,,19465, United States of America
40.2299058,-75.4847898,North Township Line Road, Perkiomen Township, Montgomery County, Pennsylvania,,,,19468, United States of America
40.2453742,-75.5212837,Metka Road, Limerick Township, Montgomery County, Pennsylvania,,,,19468, United States of America
40.1842688,-75.5379639,South 4th Avenue, Royersford, Montgomery County, Pennsylvania,,,,19468, United States of America
40.2196355,-75.4949145,North Township Line Road, Perkiomen Township, Montgomery County, Pennsylvania,,,,19468, United States of America
40.2536014,-75.5247048,Neiffer Road, Limerick Township, Montgomery County, Pennsylvania,,,,19468, United States of America
40.2152182,-75.5831131,Longview Road, Limerick Township, Montgomery County, Pennsylvania,,,,19468, United States of America
40.3516165,-75.5855454,Hoffmansville Road, Douglass Township, Montgomery County, Pennsylvania,,,,19472, United States of America
40.3319018,-75.544029,Little Road, New Hanover Township, Montgomery County, Pennsylvania,,,,19472, United States of America
40.3271278,-75.5568506,Hoffmansville Road, New Hanover Township, Montgomery County, Pennsylvania,,,,19472, United States of America
40.2254016,-75.4469886,Perkiomen Creek Road, Skippack Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2417723,-75.500101,North Limerick Road, Limerick Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2724677,-75.4927278,Creekside Way, Lower Frederick, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2270006,-75.4533565,Gravel Pike, Perkiomen Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2678456,-75.4004269,Harleysville Pike, Lower Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2907756,-75.4402993,Salford Station road, Upper Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.3106761,-75.4307969,Sumneytown Pike, Upper Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.263027,-75.4128941,Camp Wawa Road, Lower Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.3098484,-75.428851,Thompson Road, Upper Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.3352536,-75.4061988,Ridge Road, Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.29826,-75.439946,Old Skippack Road, Upper Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2372341,-75.4657393,Seitz Road, Perkiomen Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2408681,-75.4541383,Plank Road, Perkiomen Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.3356266,-75.4058214,Ridge Road, Salford Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2311751,-75.4654157,Bridge Street, Perkiomen Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2319462,-75.3955182,Townshipline Road, Skippack Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2407907,-75.4545074,Plank Road, Perkiomen Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.3174545,-75.3813171,Morwood Road, Franconia Township, Montgomery County, Pennsylvania,,,,19473, United States of America
40.2205357,-75.4046573,Cross Road, Skippack Township, Montgomery County, Pennsylvania,,,,19474, United States of America
40.2070017,-75.5984583,Old Schuylkill Road, East Coventry Township, Chester County, Pennsylvania,,,,19475, United States of America
40.1849684,-75.6004371,Saylors Mill Road, East Coventry Township, Chester County, Pennsylvania,,,,19475, United States of America
40.183809,-75.2338569,Mill Race Place, Lower Gwynedd Township, Montgomery County, Pennsylvania,,,,19477, United States of America
40.1822118,-75.3604632,Valley Forge Road, Worcester Township, Montgomery County, Pennsylvania,,,,19490, United States of America
40.185447,-75.3168965,Bethel Rd, Worcester Township, Montgomery County, Pennsylvania,,,,19490, United States of America
40.2835215,-75.4811757,Gravel Pike, Lower Frederick, Montgomery County, Pennsylvania,,,,19492, United States of America
40.2956005,-75.5186334,Big Road, Lower Frederick, Montgomery County, Pennsylvania,,,,19492, United States of America
40.2958096,-75.5189517,Big Road, Lower Frederick, Montgomery County, Pennsylvania,,,,19492, United States of America
40.2693813,-75.4934794,Gerloff Road, Lower Frederick, Montgomery County, Pennsylvania,,,,19492, United States of America
40.279067,-75.4937897,Big Road, Lower Frederick, Montgomery County, Pennsylvania,,,,19492, United States of America
40.3754257,-75.5160235,Kutztown Road, Upper Hanover Township, Montgomery County, Pennsylvania,,,,19503, United States of America
40.3935184,-75.5340556,Kutztown Road, Upper Hanover Township, Montgomery County, Pennsylvania,,,,19503, United States of America
40.3037173,-75.6369567,Rick Road, Douglass Township, Montgomery County, Pennsylvania,,,,19512, United States of America
40.2450467,-75.6607252,Schuykill River Trail, West Pottsgrove, Berks County, Pennsylvania,,,,19518, United States of America
40.3400721,-75.5917092,Congo Road, Douglass Township, Montgomery County, Pennsylvania,,,,19525, United States of America
40.2945353,-75.5792194,Swamp Pike, Limerick Township, Montgomery County, Pennsylvania,,,,19525, United States of America
40.292524,-75.6032585,Buchert Road, New Hanover Township, Montgomery County, Pennsylvania,,,,19525, United States of America
40.2915138,-75.5772801,Swamp Pike, Limerick Township, Montgomery County, Pennsylvania,,,,19525, United States of America
40.2506985,-75.5350924,Swamp Pike, Limerick Township, Montgomery County, Pennsylvania,,,,19525, United States of America
40.3412976,-75.622074,PA 100, New Berlinville, Berks County, Pennsylvania,,,,19545, United States of America
40.3487046,-75.6315598,North Reading Avenue, New Berlinville, Berks County, Pennsylvania,,,,19545, United States of America
40.3208186,-75.6111495,E Philadelphia Avenue, Douglass Township, Montgomery County, Pennsylvania,,,,19545, United States of America
40.3421255,-75.6151002,County Line Road, Douglass Township, Montgomery County, Pennsylvania,,,,19545, United States of America
40.3206872,-75.6110113,E Philadelphia Avenue, Douglass Township, Montgomery County, Pennsylvania,,,,19545, United States of America
40.3223878,-75.6159969,E Philadelphia Avenue, Douglass Township, Montgomery County, Pennsylvania,,,,19545, United States of America
40.3207601,-75.6110877,E Philadelphia Avenue, Douglass Township, Montgomery County, Pennsylvania,,,,19545, United States of America
40.2453741,-75.6496302,Rich Ranieri,218, East Main Street, North Coventry Township, Chester County, Pennsylvania,,19465, United States of America
39.9996585,-75.2854793,Torah Academy of Greater Philadelphia,742, Argyle Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,19096, United States of America
39.9875196,-75.2776741,Penn Wynne Elementary,250, Haverford Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,19096, United States of America
40.1503559,-75.34126,West Germantown Pike, The Enclave (Williamstadt), East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,19462, United States of America
40.1026316,-75.2786731,Plymouth Meeting Friends Meeting House, West Germantown Pike, Cold Point Village, Plymouth Township, Montgomery County, Pennsylvania,,19462, United States of America
40.1354373,-75.3187132,DeKalb Pike, The Enclave (Williamstadt), East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,19462, United States of America
40.121497,-75.3399048,Montgomery County-Norristown Public Library,1001, Powell Street, Norristown, Montgomery County, Pennsylvania,,19401, United States of America
40.2356127,-75.2251278,Montgomery Township Building,1001, Stump Road, Montgomery Township, Montgomery County, Pennsylvania,,18936, United States of America
40.2354089,-75.2401008,LUKOIL,913, Bethlehem Pike, Montgomery Township, Montgomery County, Pennsylvania,,19454, United States of America
40.0959438,-75.1251743,Wells Fargo Bank,400, Old York Road, Jenkintown, Montgomery County, Pennsylvania,,19046, United States of America
40.2079505,-75.2247672,Talbots,1460, Bethlehem Pike, Horsham Township, Montgomery County, Pennsylvania,,19454, United States of America
40.1131971,-75.2852063,Lukoil, West Germantown Pike, Plymouth Meeting Mall, Plymouth Township, Montgomery County, Pennsylvania,,19462, United States of America
40.0971594,-75.1258269,Church of Our Saviour,821, Homestead Road, Jenkintown, Montgomery County, Pennsylvania,,19046, United States of America
40.2474666,-75.659892,Pottsgrove Mansion,100, West King Street, Pottstown, Montgomery County, Pennsylvania,,19464, United States of America
40.1356437,-75.3185122,DeKalb Pike, The Enclave (Williamstadt), East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,19462, United States of America
40.3091487,-75.3564906,Gavin Construction, 439A, Harleysville Pike, Franconia Township, Montgomery County, Pennsylvania,,18964, United States of America
40.2059892,-75.2244989,Sunoco,1406, Welsh Road, Lower Gwynedd Township, Montgomery County, Pennsylvania,,19454, United States of America
40.0812601,-75.1370254,Serpentine Lane, Elkins Park, Cheltenham Township, Montgomery County, Pennsylvania,,,19027, United States of America
40.0249667,-75.2829046,Dodds Lane, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19035, United States of America
40.1653934,-75.2829046,Ardway Road, Blue Bell Country Club, Whitpain Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.1545535,-75.2215651,Rita's, South Ridge Avenue, Ambler, Montgomery County, Pennsylvania,,,19002, United States of America
40.1385244,-75.5032506,Eagles Nest Deli, Norwood Street, Upper Providence Township, Montgomery County, Pennsylvania,,,19453, United States of America
40.1517741,-75.3365695,Denise Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.222882,-75.3987889,Skippack Stylekrafters, Store Road, Skippack Township, Montgomery County, Pennsylvania,,,19474, United States of America
40.324992,-75.3281748,Saint Pauls Lutheran Church, West Lincoln Avenue, Telford, Montgomery County, Pennsylvania,,,18969, United States of America
40.08182,-75.4043016,880, East Swedesford Road, Upper Merion Township, Montgomery County, Pennsylvania,,,19087, United States of America
40.0711763,-75.1530171,West Cheltenham Avenue, West Oak Lane, Philadelphia, Philadelphia County, Pennsylvania,,,19027, United States of America
40.0958096,-75.4508467,Site of the Marquee, Camp Road, Upper Merion Township, Montgomery County, Pennsylvania,,,19355, United States of America
40.0922359,-75.1621002,Lot 1, Limekiln Pike, Cheltenham Township, Montgomery County, Pennsylvania,,,19038, United States of America
40.0996762,-75.2966532,Cross County Trail, Cold Point Village, Plymouth Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.1648638,-75.4172013,Lower Providence Baptist Church, Ridge Pike, Lower Providence Township, Montgomery County, Pennsylvania,,,19408, United States of America
40.1051084,-75.3451838,Bridgeport Station 31 Fire Station, Mill Street, Bridgeport, Montgomery County, Pennsylvania,,,19405, United States of America
40.0792766,-75.3015714,720, Fayette Street, Conshohocken, Montgomery County, Pennsylvania,,,19428, United States of America
40.1295515,-75.3785172,Juanita Road, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.0050917,-75.2183892,Hilton, Stout Road, Lower Merion Township, Philadelphia County, Pennsylvania,,,19004, United States of America
40.1585225,-75.2763517,Skippack Pike, Blue Bell Country Club, Whitpain Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.0992653,-75.1757058,Westminster Theological Seminary, Church Rd, Cheltenham Township, Montgomery County, Pennsylvania,,,19118, United States of America
40.1257761,-75.2568064,Oak Lane Day School, Stenton Avenue, Whitemarsh Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.2269758,-75.4073479,Skippack Station 86 Fire Station, Bridge Road, Skippack Township, Montgomery County, Pennsylvania,,,19430, United States of America
40.0737021,-75.1309607,Old York Road, Elkins Park, Cheltenham Township, Montgomery County, Pennsylvania,,,19027, United States of America
40.1387206,-75.3026328,KinderCare, Old Arch Road, Whitpain Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.1742757,-75.1068388,Hellman Auto Service Center, Byberry Road, Hatboro, Montgomery County, Pennsylvania,,,19090, United States of America
40.1562106,-75.1220043,Ooka Hibachi and Sushi, Easton Road, Upper Moreland Township, Montgomery County, Pennsylvania,,,19090, United States of America
40.1268942,-75.360835,West Marshall Street, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.1315396,-75.3692612,West Marshall Street, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.0105385,-75.2578119,814, East Montgomery Avenue, Narberth, Montgomery County, Pennsylvania,,,19072, United States of America
40.0129145,-75.2930393,Woodside Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19041, United States of America
40.1246946,-75.3645164,West Main Street, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.033578,-75.2670955,Conshohocken State Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19128, United States of America
40.0320513,-75.3031404,Morris Avenue, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19010, United States of America
39.9940374,-75.2417959,City Avenue, Wynnewood, Lower Merion Township, Philadelphia County, Pennsylvania,,,19131, United States of America
40.1542752,-75.3174799,West Township Line Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.0859176,-75.0887081,Shady Lane, Fox Chase Farm, Rockledge, Philadelphia County, Pennsylvania,,,19027, United States of America
40.088571,-75.2553952,East Germantown Pike, Mitchell Court, Whitemarsh Township, Montgomery County, Pennsylvania,,,19444, United States of America
40.0754825,-75.3855718,Trash, Cadet Trail - White, Upper Merion Township, Montgomery County, Pennsylvania,,,19406, United States of America
39.9786941,-75.2301442,North 54th Street, Garden Court, Philadelphia, Philadelphia County, Pennsylvania,,,19131, United States of America
40.2083018,-75.2246659,Bank of America, Bethlehem Pike, Horsham Township, Montgomery County, Pennsylvania,,,19454, United States of America
40.2217242,-75.3879897,Skippack Post Office, Skippack Pike, Skippack Township, Montgomery County, Pennsylvania,,,19473, United States of America
40.1210551,-75.1855296,Christ's Lutheran Church, Pennsylvania Avenue, Springfield Township, Montgomery County, Pennsylvania,,,19075, United States of America
40.1297495,-75.3732788,West Main Street, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
39.9955154,-75.2884885,James Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19003, United States of America
40.0710106,-75.1527259,West Cheltenham Avenue, West Oak Lane, Philadelphia, Philadelphia County, Pennsylvania,,,19027, United States of America
40.2228104,-75.3963189,First Niagra Bank, Skippack Pike, Skippack Township, Montgomery County, Pennsylvania,,,19473, United States of America
40.0815421,-75.1443585,Washington Lane, Elkins Park, Cheltenham Township, Montgomery County, Pennsylvania,,,19046, United States of America
40.0812219,-75.0896176,Austrian Village, Rockledge Avenue, Rockledge, Montgomery County, Pennsylvania,,,19046, United States of America
40.1624694,-75.3317435,Township Line Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.0648978,-75.1171687,New Second Street, Elkins Park, Cheltenham Township, Montgomery County, Pennsylvania,,,19027, United States of America
40.0854888,-75.1250203,Meetinghouse Rd, Elkins Park, Cheltenham Township, Montgomery County, Pennsylvania,,,19046, United States of America
40.0272503,-75.2728639,Mill Creek Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19035, United States of America
40.2523985,-75.3020022,home pool, PA 63, Hatfield Township, Montgomery County, Pennsylvania,,,19446, United States of America
40.1307233,-75.0558127,Tomlinson Road, Philmont, Lower Moreland Township, Montgomery County, Pennsylvania,,,19006, United States of America
40.0005586,-75.2426473,North Highland Avenue, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19066, United States of America
40.04296,-75.28339,Waverly Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19035, United States of America
40.3346937,-75.641898,Boyertown Community Center, West Philadelphia Avenue, Boyertown, Berks County, Pennsylvania,,,19512, United States of America
40.1697814,-75.2678131,Morris Road, Blue Bell Country Club, Whitpain Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.0097139,-75.2555052,Washington Encampment 1777, East Montgomery Avenue, Narberth, Montgomery County, Pennsylvania,,,19131, United States of America
40.2363777,-75.2750299,Saint Stanislaus School, East Main Street, Lansdale, Montgomery County, Pennsylvania,,,19454, United States of America
40.0688328,-75.1061146,Jenkintown Road, Elkins Park, Cheltenham Township, Montgomery County, Pennsylvania,,,19027, United States of America
40.0084456,-75.26046,219, Grayling Avenue, Narberth, Montgomery County, Pennsylvania,,,19072, United States of America
40.0136039,-75.2493544,Putnam Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19066, United States of America
40.1644148,-75.3220585,North Wales Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.1025014,-75.2913491,Chemical Road, Cold Point Village, Plymouth Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.0800515,-75.4002702,University of Phoenix Wayne Campus, Devon Park Drive, Upper Merion Township, Montgomery County, Pennsylvania,,,19087, United States of America
40.1359787,-75.2614866,Narcissa Road, Cold Point Village, Plymouth Township, Montgomery County, Pennsylvania,,,19422, United States of America
40.1210284,-75.0659523,Huntingdon Valley Presbyterian Church, Huntingdon Pike, Lower Moreland Township, Montgomery County, Pennsylvania,,,19006, United States of America
40.0891436,-75.0711243,Pine Road, Fox Chase Farm, Philadelphia, Philadelphia County, Pennsylvania,,,19027, United States of America
40.1698304,-75.3447388,Township Line Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
39.9987443,-75.2718014,East Lancaster Avenue, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19041, United States of America
40.1378698,-75.3623592,Sterigere Street, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.1244282,-75.3640484,West Main Street, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.0859301,-75.085686,Shady Lane, Fox Chase Farm, Rockledge, Philadelphia County, Pennsylvania,,,19027, United States of America
40.0634097,-75.1393881,Cheltenham Avenue, Pittville, Philadelphia, Philadelphia County, Pennsylvania,,,19027, United States of America
40.0091173,-75.2703636,1, Sabine Avenue, Narberth, Montgomery County, Pennsylvania,,,19072, United States of America
40.1804654,-75.1148084,Village Drive, Blair Mill Village, Upper Moreland Township, Montgomery County, Pennsylvania,,,19044, United States of America
39.993126,-75.2437375,City Avenue, Wynnewood, Lower Merion Township, Philadelphia County, Pennsylvania,,,19131, United States of America
40.1177632,-75.3728911,Schuylkill River Trail, West Norriton, West Norriton Township, Montgomery County, Pennsylvania,,,19406, United States of America
40.2752747,-75.4568497,Joe's Spring Mount Hotel, Main Street, Lower Frederick, Montgomery County, Pennsylvania,,,19473, United States of America
39.9705689,-75.3047227,Delaware County District Justice Courthouse, West Chester Pike, Haverford Township, Delaware County, Pennsylvania,,,19083, United States of America
39.9564971,-75.2480644,South Cobbs Creek Parkway, Cobbs Creek, Philadelphia, Philadelphia County, Pennsylvania,,,19143, United States of America
39.9986237,-75.2350098,Oakland Terrace, Wynnewood, Lower Merion Township, Philadelphia County, Pennsylvania,,,19131, United States of America
40.1725195,-75.3139161,North Wales Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.0860641,-75.2845732,Cedar Grove Road, Sherry Lake Apartments, Whitemarsh Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.1623114,-75.3314433,Township Line Road, East Norriton, East Norriton Township, Montgomery County, Pennsylvania,,,19403, United States of America
40.0006195,-75.2845157,West Wynnewood Road, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania,,,19003, United States of America
40.1002351,-75.2048895,Preston Road, Wyndmoor, Springfield Township, Montgomery County, Pennsylvania,,,19031, United States of America
40.1012075,-75.3052324,Conicelli Honda, W Ridge Pike, Plymouth Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.0083113,-75.2698245,239, North Wynnewood Avenue, Narberth, Montgomery County, Pennsylvania,,,19072, United States of America
40.1255957,-75.2094951,electric shed, Walking path, Whitemarsh Township, Montgomery County, Pennsylvania,,,19128, United States of America
40.1390461,-75.1450176,Reformed Church, Bernard Avenue, Upper Dublin Township, Montgomery County, Pennsylvania,,,19090, United States of America
40.1617733,-75.3798431,BP, Valley Forge Road, Worcester Township, Montgomery County, Pennsylvania,,,19490, United States of America
40.2454998,-75.2435395,Starbucks, Bethlehem Pike, Montgomery Township, Montgomery County, Pennsylvania,,,19454, United States of America
40.1023985,-75.2914577,Chemical Road, Cold Point Village, Plymouth Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.1013753,-75.2827664,Sierra Road, Cold Point Village, Plymouth Township, Montgomery County, Pennsylvania,,,19462, United States of America
40.2960483,-75.4543483,Salford Post Office, Salford Station road, Upper Salford Township, Montgomery County, Pennsylvania,,,19473, United States of America
40.0596554,-75.3388726,Piaget School, West Matsonford Road, Upper Merion Township, Montgomery County, Pennsylvania,,,19428, United States of America
40.1342394,-75.0613772,Swedenborg Library, College Drive, Bryn Athyn, Montgomery County, Pennsylvania,,,19090, United States of America
40.0836691,-75.2329247,The Cedars House, Forbidden Drive, Andorra, Philadelphia, Philadelphia County, Pennsylvania,,19128, United States of America
40.0536388,-75.1514623,Kinsey School, Ridley Street, Somerville, Philadelphia, Philadelphia County, Pennsylvania,,19138, United States of America
40.1228944,-75.194541,Springfield Township, Montgomery County, Pennsylvania,,,,,19034, United States of America
